Retailer,Retailer ID,Invoice Date,Region,State,City,Product,Price per Unit,Units Sold,Total Sales,Operating Profit,Operating Margin,Sales Method
Sports Direct,1185732,09/10/2023,Midwest,North Dakota,Fargo,Women's Apparel,45,65,"2,925","1,170",40%,In-store
Kohl's,1185732,09/10/2023,West,Wyoming,Cheyenne,Men's Street Footwear,50,184,"9,200","4,600",50%,In-store
Amazon,1185732,09/10/2023,Northeast,Vermont,Burlington,Women's Apparel,59,78,"4,602","2,531",55%,Online
Amazon,1185732,09/10/2023,Northeast,Vermont,Burlington,Men's Apparel,58,50,"2,900","1,363",47%,Online
Amazon,1185732,09/10/2023,Northeast,Vermont,Burlington,Women's Athletic Footwear,45,52,"2,340","1,147",49%,Online
Amazon,1185732,09/10/2023,Northeast,Vermont,Burlington,Women's Street Footwear,46,56,"2,576","1,288",50%,Online
Sports Direct,1197831,09/10/2023,South,Alabama,Birmingham,Men's Apparel,35,179,"6,265","3,258",52%,Outlet
Sports Direct,1185732,09/10/2023,Midwest,North Dakota,Fargo,Women's Street Footwear,27,51,"1,377",606,44%,Online
Kohl's,1185732,09/10/2023,West,Wyoming,Cheyenne,Women's Street Footwear,40,141,"5,640","1,974",35%,In-store
Sports Direct,1197831,09/10/2023,South,Alabama,Birmingham,Men's Apparel,50,210,"10,500","4,725",45%,Outlet
Amazon,1185732,09/10/2023,Northeast,Vermont,Burlington,Women's Street Footwear,40,72,"2,880","1,210",42%,Outlet
Kohl's,1185732,09/10/2023,West,Wyoming,Cheyenne,Women's Apparel,55,97,"5,335","1,334",25%,In-store
Sports Direct,1185732,09/10/2023,Midwest,North Dakota,Fargo,Men's Athletic Footwear,34,72,"2,448","1,053",43%,Online
Sports Direct,1185732,09/10/2023,Midwest,North Dakota,Fargo,Men's Street Footwear,36,133,"4,788","2,394",50%,Online
Sports Direct,1185732,09/10/2023,Midwest,North Dakota,Fargo,Men's Apparel,36,42,"1,512",741,49%,Online
Sports Direct,1185732,09/10/2023,Midwest,North Dakota,Fargo,Women's Apparel,44,63,"2,772","1,525",55%,Online
Amazon,1185732,09/10/2023,Northeast,Vermont,Burlington,Men's Athletic Footwear,42,111,"4,662","2,378",51%,Outlet
Amazon,1185732,09/10/2023,Northeast,Vermont,Burlington,Women's Athletic Footwear,35,66,"2,310",924,40%,Outlet
Amazon,1185732,09/10/2023,Northeast,Vermont,Burlington,Men's Apparel,48,68,"3,264","1,208",37%,Outlet
Amazon,1185732,09/10/2023,Northeast,Vermont,Burlington,Women's Apparel,45,93,"4,185","1,925",46%,Outlet
Amazon,1185732,09/10/2023,Northeast,Vermont,Burlington,Men's Street Footwear,44,179,"7,876","3,859",49%,Outlet
Amazon,1185732,09/10/2023,Northeast,Vermont,Burlington,Men's Street Footwear,60,137,"8,220","3,699",45%,In-store
Amazon,1185732,09/10/2023,Northeast,Vermont,Burlington,Men's Athletic Footwear,55,31,"1,705",767,45%,In-store
Amazon,1185732,09/10/2023,Northeast,Vermont,Burlington,Women's Street Footwear,50,245,"12,250","4,288",35%,In-store
Amazon,1185732,09/10/2023,Northeast,Vermont,Burlington,Women's Athletic Footwear,50,187,"9,350","3,272",35%,In-store
Amazon,1185732,09/10/2023,Northeast,Vermont,Burlington,Men's Apparel,60,149,"8,940","3,129",35%,In-store
Amazon,1185732,09/10/2023,Northeast,Vermont,Burlington,Women's Apparel,65,365,"23,725","9,490",40%,In-store
Kohl's,1185732,09/10/2023,West,Wyoming,Cheyenne,Men's Apparel,50,248,"12,400","3,720",30%,In-store
Kohl's,1185732,09/10/2023,West,Wyoming,Cheyenne,Women's Athletic Footwear,40,271,"10,840","3,794",35%,In-store
Sports Direct,1185732,09/10/2023,Midwest,North Dakota,Fargo,Women's Athletic Footwear,28,44,"1,232",505,41%,Online
Sports Direct,1197831,09/10/2023,South,Alabama,Birmingham,Men's Apparel,45,131,"5,895","3,419",58%,Online
Sports Direct,1197831,09/10/2023,South,Texas,Dallas,Men's Street Footwear,30,256,"7,680","2,842",37%,Outlet
Sports Direct,1197831,09/10/2023,South,Texas,Dallas,Men's Street Footwear,45,169,"7,605","2,662",35%,Outlet
Kohl's,1185732,09/10/2023,West,Wyoming,Cheyenne,Men's Street Footwear,48,208,"9,984","6,390",64%,Online
Kohl's,1185732,09/10/2023,West,Wyoming,Cheyenne,Men's Athletic Footwear,44,150,"6,600","2,838",43%,Online
Kohl's,1185732,09/10/2023,West,Wyoming,Cheyenne,Women's Street Footwear,38,137,"5,206","2,395",46%,Online
Kohl's,1185732,09/10/2023,West,Wyoming,Cheyenne,Women's Athletic Footwear,38,135,"5,130","2,514",49%,Online
Kohl's,1185732,09/10/2023,West,Wyoming,Cheyenne,Men's Apparel,48,125,"6,000","2,580",43%,Online
Kohl's,1185732,09/10/2023,West,Wyoming,Cheyenne,Women's Apparel,52,174,"9,048","3,619",40%,Online
Sports Direct,1197831,09/10/2023,South,Texas,Dallas,Men's Street Footwear,41,224,"9,184","4,133",45%,Online
Amazon,1185732,09/10/2023,Northeast,Vermont,Burlington,Men's Athletic Footwear,50,85,"4,250","2,550",60%,Online
Amazon,1185732,09/10/2023,Northeast,Vermont,Burlington,Men's Street Footwear,56,137,"7,672","4,373",57%,Online
West Gear,1185732,09/11/2023,Midwest,Indiana,Indianapolis,Women's Apparel,40,91,"3,640","1,456",40%,In-store
Walmart,1128299,09/11/2023,West,Hawaii,Honolulu,Women's Athletic Footwear,65,181,"11,765","2,941",25%,Outlet
West Gear,1185732,09/11/2023,Midwest,Indiana,Indianapolis,Men's Apparel,35,143,"5,005","1,502",30%,In-store
Sports Direct,1197831,09/11/2023,South,Texas,Dallas,Men's Athletic Footwear,50,107,"5,350","1,872",35%,Outlet
West Gear,1185732,09/11/2023,Midwest,Indiana,Indianapolis,Women's Athletic Footwear,25,249,"6,225","2,179",35%,In-store
Walmart,1128299,09/11/2023,West,Hawaii,Honolulu,Men's Street Footwear,62,149,"9,238","3,326",36%,Online
Walmart,1128299,09/11/2023,West,Hawaii,Honolulu,Women's Apparel,56,105,"5,880","3,116",53%,Online
West Gear,1185732,09/11/2023,Midwest,Indiana,Indianapolis,Women's Street Footwear,25,109,"2,725",954,35%,In-store
Walmart,1128299,09/11/2023,West,Hawaii,Honolulu,Women's Street Footwear,64,105,"6,720","2,621",39%,Online
Walmart,1128299,09/11/2023,West,Hawaii,Honolulu,Women's Athletic Footwear,62,85,"5,270","2,108",40%,Online
Walmart,1128299,09/11/2023,West,Hawaii,Honolulu,Men's Apparel,71,91,"6,461","1,938",30%,Online
Sports Direct,1197831,09/11/2023,South,Texas,Dallas,Men's Athletic Footwear,49,200,"9,800","4,704",48%,Online
Sports Direct,1197831,09/11/2023,South,Alabama,Birmingham,Women's Apparel,56,240,"13,440","10,752",80%,Online
West Gear,1185732,09/11/2023,Midwest,Indiana,Indianapolis,Men's Athletic Footwear,30,162,"4,860","1,944",40%,In-store
Walmart,1128299,09/11/2023,West,Hawaii,Honolulu,Men's Athletic Footwear,69,149,"10,281","3,393",33%,Online
West Gear,1185732,09/11/2023,Midwest,Indiana,Indianapolis,Men's Street Footwear,35,150,"5,250","2,100",40%,In-store
Sports Direct,1197831,09/11/2023,South,Alabama,Birmingham,Women's Apparel,47,280,"13,160","9,212",70%,Outlet
West Gear,1185732,09/11/2023,Midwest,Indiana,Indianapolis,Men's Athletic Footwear,29,74,"2,146","1,073",50%,Online
West Gear,1185732,09/11/2023,Midwest,Indiana,Indianapolis,Women's Street Footwear,23,49,"1,127",530,47%,Online
Walmart,1128299,09/11/2023,West,Hawaii,Honolulu,Men's Apparel,75,1,75,11,15%,Outlet
Walmart,1128299,09/11/2023,West,Hawaii,Honolulu,Women's Apparel,60,188,"11,280","4,512",40%,Outlet
Sports Direct,1197831,09/11/2023,South,Alabama,Birmingham,Women's Apparel,60,210,"12,600","8,190",65%,Outlet
Walmart,1128299,09/11/2023,West,Hawaii,Honolulu,Men's Street Footwear,65,143,"9,295","2,324",25%,Outlet
Walmart,1128299,09/11/2023,West,Hawaii,Honolulu,Men's Athletic Footwear,70,162,"11,340","2,268",20%,Outlet
West Gear,1185732,09/11/2023,Midwest,Indiana,Indianapolis,Women's Athletic Footwear,24,41,984,462,47%,Online
West Gear,1185732,09/11/2023,Midwest,Indiana,Indianapolis,Men's Apparel,33,42,"1,386",554,40%,Online
West Gear,1185732,09/11/2023,Midwest,Indiana,Indianapolis,Women's Apparel,36,68,"2,448","1,273",52%,Online
Walmart,1128299,09/11/2023,West,Hawaii,Honolulu,Women's Street Footwear,65,109,"7,085","1,771",25%,Outlet
Sports Direct,1197831,09/11/2023,South,Texas,Dallas,Men's Athletic Footwear,40,280,"11,200","4,592",41%,Outlet
West Gear,1185732,09/11/2023,Midwest,Indiana,Indianapolis,Men's Street Footwear,33,133,"4,389","2,370",54%,Online
Kohl's,1197831,09/12/2023,Midwest,Kansas,Wichita,Women's Apparel,29,94,"2,726","1,336",49%,Online
West Gear,1185732,09/12/2023,West,Utah,Salt Lake City,Men's Apparel,19,88,"1,672",836,50%,Online
West Gear,1185732,09/12/2023,West,Utah,Salt Lake City,Women's Athletic Footwear,10,88,880,449,51%,Online
Sports Direct,1197831,09/12/2023,South,Alabama,Birmingham,Men's Street Footwear,27,233,"6,291","3,460",55%,Outlet
West Gear,1185732,09/12/2023,West,Utah,Salt Lake City,Women's Apparel,24,120,"2,880","1,843",64%,Online
Kohl's,1197831,09/12/2023,Midwest,Kansas,Wichita,Men's Athletic Footwear,38,91,"3,458","1,556",45%,Online
West Gear,1185732,09/12/2023,West,Utah,Salt Lake City,Men's Athletic Footwear,23,122,"2,806","1,263",45%,Online
Kohl's,1197831,09/12/2023,Midwest,Kansas,Wichita,Women's Athletic Footwear,14,65,910,428,47%,Online
Kohl's,1197831,09/12/2023,Midwest,Kansas,Wichita,Men's Street Footwear,47,165,"7,755","3,878",50%,Online
West Gear,1185732,09/12/2023,West,Utah,Salt Lake City,Men's Street Footwear,29,169,"4,901","2,549",52%,Online
West Gear,1185732,09/12/2023,West,Utah,Salt Lake City,Men's Apparel,16,114,"1,824",748,41%,Outlet
West Gear,1185732,09/12/2023,West,Utah,Salt Lake City,Women's Athletic Footwear,7,111,777,357,46%,Outlet
West Gear,1185732,09/12/2023,West,Utah,Salt Lake City,Women's Street Footwear,7,105,735,309,42%,Outlet
West Gear,1185732,09/12/2023,West,Utah,Salt Lake City,Men's Athletic Footwear,19,158,"3,002","1,141",38%,Outlet
Kohl's,1197831,09/12/2023,Midwest,Kansas,Wichita,Women's Street Footwear,15,75,"1,125",529,47%,Online
Sports Direct,1197831,09/12/2023,South,Texas,Dallas,Women's Street Footwear,44,176,"7,744","3,640",47%,Online
Sports Direct,1197831,09/12/2023,South,Alabama,Birmingham,Men's Street Footwear,38,225,"8,550","5,216",61%,Online
Sports Direct,1197831,09/12/2023,South,Texas,Dallas,Women's Street Footwear,30,215,"6,450","2,516",39%,Outlet
West Gear,1185732,09/12/2023,West,Utah,Salt Lake City,Women's Street Footwear,9,91,819,410,50%,Online
West Gear,1185732,09/12/2023,West,Utah,Salt Lake City,Women's Apparel,18,132,"2,376","1,354",57%,Outlet
West Gear,1185732,09/12/2023,West,Utah,Salt Lake City,Men's Athletic Footwear,25,81,"2,025",709,35%,In-store
Kohl's,1197831,09/12/2023,Midwest,Kansas,Wichita,Men's Apparel,24,61,"1,464",717,49%,Online
West Gear,1185732,09/12/2023,West,Utah,Salt Lake City,Women's Street Footwear,10,80,800,280,35%,In-store
West Gear,1185732,09/12/2023,West,Utah,Salt Lake City,Women's Athletic Footwear,10,1,10,4,40%,In-store
West Gear,1185732,09/12/2023,West,Utah,Salt Lake City,Men's Apparel,20,188,"3,760","1,316",35%,In-store
West Gear,1185732,09/12/2023,West,Utah,Salt Lake City,Women's Apparel,25,15,375,188,50%,In-store
West Gear,1185732,09/12/2023,West,Utah,Salt Lake City,Men's Street Footwear,23,228,"5,244","2,360",45%,Outlet
Sports Direct,1197831,09/12/2023,South,Alabama,Birmingham,Men's Street Footwear,40,97,"3,880","1,940",50%,Outlet
Kohl's,1197831,09/12/2023,Midwest,Kansas,Wichita,Women's Apparel,30,1,30,10,35%,Online
Kohl's,1197831,09/12/2023,Midwest,Kansas,Wichita,Women's Athletic Footwear,15,77,"1,155",404,35%,Online
Kohl's,1197831,09/12/2023,Midwest,Kansas,Wichita,Women's Street Footwear,15,189,"2,835",992,35%,Online
Kohl's,1197831,09/12/2023,Midwest,Kansas,Wichita,Men's Apparel,25,147,"3,675","1,286",35%,Online
West Gear,1185732,09/12/2023,West,Utah,Salt Lake City,Men's Street Footwear,30,141,"4,230","1,692",40%,In-store
Sports Direct,1197831,09/12/2023,South,Texas,Dallas,Women's Street Footwear,45,160,"7,200","2,520",35%,Outlet
Kohl's,1197831,09/12/2023,Midwest,Kansas,Wichita,Men's Athletic Footwear,40,1,40,14,35%,Online
Kohl's,1197831,09/12/2023,Midwest,Kansas,Wichita,Men's Street Footwear,50,219,"10,950","3,832",35%,Online
Foot Locker,1185732,09/13/2023,Midwest,South Dakota,Sioux Falls,Women's Street Footwear,32,53,"1,696",678,40%,Online
Sports Direct,1197831,09/13/2023,South,Texas,Dallas,Women's Athletic Footwear,45,99,"4,455","2,005",45%,Outlet
Sports Direct,1197831,09/13/2023,South,Alabama,Birmingham,Men's Athletic Footwear,52,210,"10,920","7,098",65%,Online
Sports Direct,1185732,09/13/2023,Northeast,Massachusetts,Boston,Men's Athletic Footwear,50,141,"7,050","2,115",30%,In-store
Sports Direct,1185732,09/13/2023,Northeast,Massachusetts,Boston,Men's Street Footwear,54,450,"24,300","7,290",30%,In-store
Sports Direct,1185732,09/13/2023,Northeast,Massachusetts,Boston,Women's Apparel,41,77,"3,157","1,042",33%,Outlet
Sports Direct,1185732,09/13/2023,Northeast,Massachusetts,Boston,Men's Apparel,39,41,"1,599",496,31%,Outlet
Foot Locker,1185732,09/13/2023,Midwest,South Dakota,Sioux Falls,Women's Athletic Footwear,35,179,"6,265","1,880",30%,Online
Sports Direct,1185732,09/13/2023,Northeast,Massachusetts,Boston,Women's Street Footwear,30,47,"1,410",423,30%,Outlet
Sports Direct,1185732,09/13/2023,Northeast,Massachusetts,Boston,Men's Street Footwear,36,153,"5,508","1,873",34%,Outlet
Sports Direct,1197831,09/13/2023,South,Texas,Dallas,Women's Athletic Footwear,29,192,"5,568","2,728",49%,Outlet
Sports Direct,1197831,09/13/2023,South,Alabama,Birmingham,Men's Athletic Footwear,55,1,55,28,50%,Outlet
Foot Locker,1185732,09/13/2023,Midwest,South Dakota,Sioux Falls,Men's Street Footwear,42,138,"5,796","2,608",45%,Online
Sports Direct,1185732,09/13/2023,Northeast,Massachusetts,Boston,Women's Street Footwear,45,270,"12,150","3,038",25%,In-store
Foot Locker,1185732,09/13/2023,Midwest,South Dakota,Sioux Falls,Men's Athletic Footwear,39,80,"3,120","1,248",40%,Online
Sports Direct,1197831,09/13/2023,South,Texas,Dallas,Women's Athletic Footwear,43,174,"7,482","4,115",55%,Online
Sports Direct,1197831,09/13/2023,South,Alabama,Birmingham,Men's Athletic Footwear,39,233,"9,087","4,907",54%,Outlet
Foot Locker,1185732,09/13/2023,Midwest,South Dakota,Sioux Falls,Women's Apparel,46,65,"2,990","1,495",50%,Online
Foot Locker,1185732,09/13/2023,Midwest,South Dakota,Sioux Falls,Men's Apparel,41,42,"1,722",861,50%,Online
Foot Locker,1185732,09/13/2023,Midwest,South Dakota,Sioux Falls,Women's Athletic Footwear,34,39,"1,326",530,40%,Online
Sports Direct,1185732,09/13/2023,Northeast,Massachusetts,Boston,Men's Athletic Footwear,35,88,"3,080","1,140",37%,Outlet
Sports Direct,1185732,09/13/2023,Northeast,Massachusetts,Boston,Women's Athletic Footwear,45,107,"4,815","1,204",25%,In-store
Foot Locker,1185732,09/13/2023,Midwest,South Dakota,Sioux Falls,Women's Street Footwear,35,190,"6,650","1,995",30%,Online
Foot Locker,1185732,09/13/2023,Northeast,Delaware,Wilmington,Men's Street Footwear,54,525,"28,350","9,922",35%,In-store
Sports Direct,1185732,09/13/2023,Northeast,Massachusetts,Boston,Women's Street Footwear,41,39,"1,599",592,37%,Online
Sports Direct,1185732,09/13/2023,Northeast,Massachusetts,Boston,Women's Athletic Footwear,42,36,"1,512",605,40%,Online
Foot Locker,1185732,09/13/2023,Northeast,Delaware,Wilmington,Men's Athletic Footwear,50,106,"5,300","1,855",35%,In-store
Foot Locker,1185732,09/13/2023,Northeast,Delaware,Wilmington,Women's Street Footwear,45,81,"3,645","1,458",40%,In-store
Foot Locker,1185732,09/13/2023,Northeast,Delaware,Wilmington,Women's Athletic Footwear,45,261,"11,745","4,698",40%,In-store
Foot Locker,1185732,09/13/2023,Northeast,Delaware,Wilmington,Men's Apparel,54,200,"10,800","3,240",30%,In-store
Foot Locker,1185732,09/13/2023,Northeast,Delaware,Wilmington,Women's Apparel,60,27,"1,620",648,40%,In-store
Sports Direct,1185732,09/13/2023,Northeast,Massachusetts,Boston,Men's Apparel,52,34,"1,768",636,36%,Online
Sports Direct,1185732,09/13/2023,Northeast,Massachusetts,Boston,Women's Apparel,57,63,"3,591","1,616",45%,Online
Sports Direct,1185732,09/13/2023,Northeast,Massachusetts,Boston,Men's Apparel,54,125,"6,750","1,688",25%,In-store
Sports Direct,1185732,09/13/2023,Northeast,Massachusetts,Boston,Women's Apparel,60,165,"9,900","2,970",30%,In-store
Foot Locker,1185732,09/13/2023,Midwest,South Dakota,Sioux Falls,Men's Street Footwear,45,89,"4,005","1,402",35%,Online
Foot Locker,1185732,09/13/2023,Midwest,South Dakota,Sioux Falls,Men's Athletic Footwear,40,186,"7,440","2,232",30%,Online
Foot Locker,1185732,09/13/2023,Midwest,South Dakota,Sioux Falls,Women's Apparel,50,222,"11,100","4,440",40%,Online
Foot Locker,1185732,09/13/2023,Midwest,South Dakota,Sioux Falls,Men's Apparel,45,203,"9,135","3,197",35%,Online
Sports Direct,1185732,09/13/2023,Northeast,Massachusetts,Boston,Men's Athletic Footwear,49,63,"3,087","1,235",40%,Online
Foot Locker,1185732,09/13/2023,Northeast,Delaware,Wilmington,Women's Apparel,58,84,"4,872","2,631",54%,Online
Sports Direct,1185732,09/13/2023,Northeast,Massachusetts,Boston,Women's Athletic Footwear,34,39,"1,326",358,27%,Outlet
Foot Locker,1185732,09/13/2023,Northeast,Delaware,Wilmington,Women's Athletic Footwear,41,60,"2,460","1,255",51%,Online
Foot Locker,1185732,09/13/2023,Northeast,Delaware,Wilmington,Women's Street Footwear,43,61,"2,623","1,338",51%,Online
Foot Locker,1185732,09/13/2023,Northeast,Delaware,Wilmington,Men's Apparel,50,60,"3,000","1,320",44%,Online
Foot Locker,1185732,09/13/2023,Northeast,Delaware,Wilmington,Men's Street Footwear,50,142,"7,100","3,479",49%,Online
Foot Locker,1185732,09/13/2023,Northeast,Delaware,Wilmington,Men's Athletic Footwear,47,85,"3,995","1,798",45%,Online
Sports Direct,1185732,09/13/2023,Northeast,Massachusetts,Boston,Men's Street Footwear,53,135,"7,155","3,005",42%,Online
Sports Direct,1128299,09/14/2023,Southeast,Georgia,Atlanta,Women's Athletic Footwear,43,120,"5,160","2,786",54%,Online
Sports Direct,1128299,09/14/2023,Southeast,Georgia,Atlanta,Men's Street Footwear,31,204,"6,324","2,909",46%,Outlet
Sports Direct,1197831,09/14/2023,South,Texas,Dallas,Men's Apparel,45,145,"6,525","2,806",43%,Online
Sports Direct,1128299,09/14/2023,Southeast,Georgia,Atlanta,Men's Athletic Footwear,38,198,"7,524","3,311",44%,Outlet
Sports Direct,1128299,09/14/2023,Southeast,Georgia,Atlanta,Women's Apparel,59,131,"7,729","3,092",40%,Online
Sports Direct,1128299,09/14/2023,Southeast,Georgia,Atlanta,Men's Street Footwear,45,190,"8,550","3,420",40%,Online
Sports Direct,1128299,09/14/2023,Southeast,Georgia,Atlanta,Men's Athletic Footwear,50,83,"4,150","1,660",40%,Online
Sports Direct,1197831,09/14/2023,South,Alabama,Birmingham,Women's Street Footwear,51,268,"13,668","8,201",60%,Online
Sports Direct,1128299,09/14/2023,Southeast,Georgia,Atlanta,Women's Street Footwear,45,115,"5,175","1,811",35%,Online
Sports Direct,1197831,09/14/2023,South,Texas,Dallas,Men's Apparel,50,169,"8,450","2,535",30%,Outlet
Sports Direct,1128299,09/14/2023,Southeast,Georgia,Atlanta,Women's Street Footwear,42,135,"5,670","2,665",47%,Online
Sports Direct,1128299,09/14/2023,Southeast,Georgia,Atlanta,Men's Apparel,54,100,"5,400","2,592",48%,Online
Sports Direct,1128299,09/14/2023,Southeast,Georgia,Atlanta,Men's Apparel,36,132,"4,752","1,758",37%,Outlet
Sports Direct,1197831,09/14/2023,South,Texas,Dallas,Men's Apparel,40,150,"6,000","2,220",37%,Outlet
Sports Direct,1128299,09/14/2023,Southeast,Georgia,Atlanta,Women's Apparel,46,135,"6,210","1,863",30%,Outlet
Sports Direct,1128299,09/14/2023,Southeast,Georgia,Atlanta,Men's Athletic Footwear,47,156,"7,332","4,033",55%,Online
Sports Direct,1128299,09/14/2023,Southeast,Georgia,Atlanta,Men's Street Footwear,43,180,"7,740","4,180",54%,Online
Sports Direct,1128299,09/14/2023,Southeast,Georgia,Atlanta,Women's Apparel,60,250,"15,000","3,750",25%,Online
Sports Direct,1128299,09/14/2023,Southeast,Georgia,Atlanta,Men's Apparel,55,182,"10,010","3,504",35%,Online
Sports Direct,1128299,09/14/2023,Southeast,Georgia,Atlanta,Women's Athletic Footwear,45,121,"5,445","2,178",40%,Online
Sports Direct,1197831,09/14/2023,South,Alabama,Birmingham,Women's Street Footwear,55,158,"8,690","4,345",50%,Outlet
Sports Direct,1197831,09/14/2023,South,Alabama,Birmingham,Women's Street Footwear,36,278,"10,008","5,304",53%,Outlet
Sports Direct,1128299,09/14/2023,Southeast,Georgia,Atlanta,Women's Athletic Footwear,35,120,"4,200","1,932",46%,Outlet
